time,x_displacement,y_displacement
0.033025300000000035,0.0,0.0
0.1421637,0.0,0.0
0.14391330000000002,0.0,0.0
0.1457097,0.0,0.0
0.14740390000000003,0.0,0.0
0.14908540000000003,0.0,0.0
0.15078400000000003,0.0,6.5024
0.1525453,0.0,6.5024
0.1542461,0.0,6.5024
0.15593990000000002,0.0,6.5024
0.15755770000000002,0.0,6.5024
0.15911619999999999,0.0,6.5024
0.1606882,0.0,6.5024
0.1622571,0.0,6.5024
0.1638227,0.0,6.5024
0.16538350000000002,0.0,6.5024
0.16695740000000003,0.0,6.5024
0.1685223,0.0,6.5024
0.17008830000000003,0.0,6.5024
0.1716585,0.0,6.5024
0.173236,0.0,6.5024
0.1747915,0.0,6.5024
0.1763537,0.0,6.5024
0.1779136,0.0,6.5024
0.1794774,0.0,6.5024
0.1810408,0.0,6.5024
0.18261330000000003,0.0,6.5024
0.18418020000000002,0.0,6.5024
0.18573250000000002,0.0,6.5024
0.18728880000000003,0.0,6.5024
0.18886580000000003,0.0,6.5024
0.19042360000000003,0.0,6.5024
0.19206030000000002,0.0,6.5024
0.19361860000000003,0.0,6.5024
0.1951827,0.0,6.5024
0.196741,0.0,6.5024
0.1983068,0.0,6.5024
0.19986500000000001,0.0,6.5024
0.201447,0.0,6.5024
0.20301240000000004,0.0,6.5024
0.20458520000000002,0.0,6.5024
0.20616410000000002,0.0,6.5024
0.20776060000000002,0.0,6.5024
0.2093213,0.0,6.5024
0.2108852,0.0,6.5024
0.21245610000000004,0.0,6.5024
0.21400750000000002,0.0,6.5024
0.2156225,0.0,6.5024
0.2171841,0.0,6.5024
0.2187421,0.0,6.5024
0.22030670000000002,0.0,6.5024
0.2218623,0.0,6.5024
0.2234123,0.0,13.0048
0.22496860000000002,6.5024,13.0048
0.22655930000000002,6.5024,13.0048
0.2281131,6.5024,13.0048
0.22968900000000003,6.5024,13.0048
0.23124670000000003,6.5024,13.0048
0.23281050000000003,6.5024,13.0048
0.23436980000000002,6.5024,13.0048
0.23594310000000002,6.5024,13.0048
0.23749900000000002,6.5024,13.0048
0.2390871,6.5024,13.0048
0.2406991,6.5024,13.0048
0.24232920000000002,6.5024,13.0048
0.2439168,6.5024,13.0048
0.2456099,6.5024,13.0048
0.2473551,6.5024,13.0048
0.24896970000000002,6.5024,13.0048
0.2505376,6.5024,13.0048
0.25210730000000003,6.5024,13.0048
0.2536803,6.5024,13.0048
0.2552604,6.5024,13.0048
0.2568822,6.5024,13.0048
0.2584668,6.5024,13.0048
0.2600314,6.5024,13.0048
0.26158739999999997,6.5024,13.0048
0.2632163,6.5024,13.0048
0.2648141,6.5024,13.0048
0.26640840000000005,6.5024,13.0048
0.26809540000000004,6.5024,13.0048
0.2696538,6.5024,13.0048
0.27120890000000003,6.5024,13.0048
0.2728915,6.5024,13.0048
0.27445480000000005,6.5024,13.0048
0.27600930000000007,6.5024,13.0048
0.27756549999999997,6.5024,13.0048
0.2791381,6.5024,13.0048
0.2806916,6.5024,13.0048
0.28232280000000004,6.5024,13.0048
0.28387710000000005,6.5024,13.0048
0.2855931,6.5024,13.0048
0.2872043,6.5024,13.0048
0.28877939999999996,6.5024,13.0048
0.290407,6.5024,13.0048
0.29211309999999996,6.5024,13.0048
0.29368010000000005,6.5024,13.0048
0.29527890000000007,6.5024,13.0048
0.2968285,6.5024,13.0048
0.2983788,6.5024,13.0048
0.29992559999999996,6.5024,13.0048
0.3014813,6.5024,13.0048
0.30309579999999997,6.5024,13.0048
0.30472780000000005,6.5024,13.0048
0.30638000000000004,6.5024,13.0048
0.3079717,6.5024,13.0048
0.30953630000000004,6.5024,13.0048
0.3111,6.5024,13.0048
0.31277190000000005,6.5024,13.0048
0.3143563,6.5024,13.0048
0.3159353,6.5024,13.0048
0.3175261,6.5024,13.0048
0.31909270000000006,6.5024,13.0048
0.3206379,6.5024,13.0048
0.3221827,6.5024,13.0048
0.32374070000000005,6.5024,13.0048
0.32530300000000006,6.5024,13.0048
0.3268577,6.5024,13.0048
0.328405,6.5024,13.0048
0.32995,6.5024,13.0048
0.3315193,6.5024,13.0048
0.33312179999999997,6.5024,13.0048
0.3349903,6.5024,13.0048
0.33695040000000004,6.5024,13.0048
0.33883250000000004,6.5024,13.0048
0.34087400000000007,6.5024,13.0048
0.34287530000000005,6.5024,13.0048
0.34462450000000006,6.5024,13.0048
0.3462709,6.5024,13.0048
0.34786310000000004,6.5024,13.0048
0.3496094,6.5024,13.0048
